flight_id,airline,origin_airport,dest_airport,flight_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_min,arrival_delay_min,delay_cause
AS012_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-09,2022-07-09T22:36:00,2022-07-09T22:39:00,2022-07-09T00:36:00,2022-07-09T00:37:00,3,1,CARRIER
AS013_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-16,2022-07-16T00:09:00,2022-07-16T00:09:00,2022-07-16T02:09:00,2022-07-16T02:10:00,-6,1,CARRIER
AS014_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-03,2022-07-03T11:37:00,2022-07-03T11:37:00,2022-07-03T13:37:00,2022-07-03T13:37:00,0,-1,CARRIER
AS015_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-10,2022-07-10T13:39:00,2022-07-10T13:41:00,2022-07-10T15:39:00,2022-07-10T15:39:00,2,-8,CARRIER
AS016_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-03,2022-07-03T08:27:00,2022-07-03T08:40:00,2022-07-03T10:27:00,2022-07-03T10:41:00,13,14,CARRIER
AS017_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-01,2022-07-01T12:08:00,2022-07-01T12:08:00,2022-07-01T14:08:00,2022-07-01T14:08:00,-3,-6,CARRIER
AS018_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-06,2022-07-06T11:06:00,2022-07-06T11:06:00,2022-07-06T13:06:00,2022-07-06T13:06:00,-9,-5,CARRIER
AS019_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-09,2022-07-09T08:19:00,2022-07-09T08:23:00,2022-07-09T10:19:00,2022-07-09T10:23:00,4,4,CARRIER
AS020_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-24,2022-07-24T13:17:00,2022-07-24T13:17:00,2022-07-24T15:17:00,2022-07-24T15:22:00,-2,5,CARRIER
AS021_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-18,2022-07-18T01:46:00,2022-07-18T01:04:00,2022-07-18T03:46:00,2022-07-18T03:03:00,18,17,CARRIER
AS022_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-06,2022-07-06T13:20:00,2022-07-06T13:26:00,2022-07-06T15:20:00,2022-07-06T15:28:00,6,8,CARRIER
AS023_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-24,2022-07-24T12:56:00,2022-07-24T12:58:00,2022-07-24T14:56:00,2022-07-24T14:57:00,2,1,CARRIER
AS024_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-18,2022-07-18T17:18:00,2022-07-18T17:21:00,2022-07-18T19:18:00,2022-07-18T19:18:00,3,0,CARRIER
AS025_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-16,2022-07-16T19:35:00,2022-07-16T19:35:00,2022-07-16T21:35:00,2022-07-16T21:35:00,-12,-3,CARRIER
AS026_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-11,2022-07-11T04:50:00,2022-07-11T04:04:00,2022-07-11T06:50:00,2022-07-11T06:58:00,14,8,CARRIER
AS027_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-15,2022-07-15T07:04:00,2022-07-15T07:10:00,2022-07-15T09:04:00,2022-07-15T09:12:00,6,8,CARRIER
AS028_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-22,2022-07-22T14:37:00,2022-07-22T14:46:00,2022-07-22T16:37:00,2022-07-22T16:41:00,9,4,CARRIER
AS029_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-09,2022-07-09T06:11:00,2022-07-09T06:11:00,2022-07-09T08:11:00,2022-07-09T08:12:00,-2,1,CARRIER
AS030_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-01,2022-07-01T03:32:00,2022-07-01T03:46:00,2022-07-01T05:32:00,2022-07-01T05:32:00,14,0,CARRIER
AS031_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-12,2022-07-12T03:55:00,2022-07-12T03:55:00,2022-07-12T05:55:00,2022-07-12T05:55:00,-15,-15,CARRIER
AS032_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-01,2022-07-01T19:02:00,2022-07-01T19:02:00,2022-07-01T21:02:00,2022-07-01T21:02:00,-10,-6,CARRIER
AS033_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-07,2022-07-07T14:44:00,2022-07-07T14:44:00,2022-07-07T16:44:00,2022-07-07T16:44:00,-7,-8,CARRIER
AS034_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-15,2022-07-15T22:29:00,2022-07-15T22:39:00,2022-07-15T00:29:00,2022-07-15T00:37:00,10,8,CARRIER
AS035_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-27,2022-07-27T18:15:00,2022-07-27T18:16:00,2022-07-27T20:15:00,2022-07-27T20:15:00,1,0,CARRIER
AS036_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-14,2022-07-14T12:07:00,2022-07-14T12:21:00,2022-07-14T14:07:00,2022-07-14T14:21:00,14,14,CARRIER
AS037_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-24,2022-07-24T19:46:00,2022-07-24T19:47:00,2022-07-24T21:46:00,2022-07-24T21:46:00,1,-2,CARRIER
AS038_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-06,2022-07-06T07:46:00,2022-07-06T07:46:00,2022-07-06T09:46:00,2022-07-06T09:46:00,-15,-11,CARRIER
AS039_MCI_20227,Alaska Airlines Inc.,MCI,XXX,2022-07-12,2022-07-12T07:47:00,2022-07-12T07:00:00,2022-07-12T09:47:00,2022-07-12T09:53:00,13,6,CARRIER
UA000_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-16,2023-02-16T16:25:00,2023-02-16T16:43:00,2023-02-16T18:25:00,2023-02-16T18:46:00,18,21,CARRIER
UA001_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-01,2023-02-01T01:51:00,2023-02-01T01:23:00,2023-02-01T03:51:00,2023-02-01T03:18:00,32,27,CARRIER
UA002_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-01,2023-02-01T14:06:00,2023-02-01T14:23:00,2023-02-01T16:06:00,2023-02-01T16:23:00,17,17,CARRIER
UA003_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-22,2023-02-22T12:21:00,2023-02-22T12:44:00,2023-02-22T14:21:00,2023-02-22T14:44:00,23,23,CARRIER
UA004_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-23,2023-02-23T20:50:00,2023-02-23T20:56:00,2023-02-23T22:50:00,2023-02-23T22:05:00,6,15,CARRIER
UA005_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-23,2023-02-23T14:42:00,2023-02-23T14:00:00,2023-02-23T16:42:00,2023-02-23T16:00:00,18,18,NAS
UA006_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-15,2023-02-15T04:01:00,2023-02-15T04:05:00,2023-02-15T06:01:00,2023-02-15T06:09:00,4,8,CARRIER
UA007_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-14,2023-02-14T15:54:00,2023-02-14T15:20:00,2023-02-14T17:54:00,2023-02-14T17:18:00,26,24,CARRIER
UA008_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-19,2023-02-19T05:27:00,2023-02-19T05:01:00,2023-02-19T07:27:00,2023-02-19T07:06:00,34,39,CARRIER
UA009_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-14,2023-02-14T16:35:00,2023-02-14T16:46:00,2023-02-14T18:35:00,2023-02-14T18:42:00,11,7,CARRIER
UA010_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-21,2023-02-21T01:12:00,2023-02-21T01:41:00,2023-02-21T03:12:00,2023-02-21T03:41:00,29,29,NAS
UA011_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-24,2023-02-24T20:13:00,2023-02-24T20:50:00,2023-02-24T22:13:00,2023-02-24T22:50:00,37,37,CARRIER
UA012_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-09,2023-02-09T11:00:00,2023-02-09T11:19:00,2023-02-09T13:00:00,2023-02-09T13:19:00,19,19,CARRIER
UA013_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-09,2023-02-09T05:40:00,2023-02-09T05:59:00,2023-02-09T07:40:00,2023-02-09T07:00:00,19,20,CARRIER
UA014_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-10,2023-02-10T11:46:00,2023-02-10T11:02:00,2023-02-10T13:46:00,2023-02-10T13:05:00,16,19,CARRIER
UA015_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-10,2023-02-10T07:50:00,2023-02-10T07:02:00,2023-02-10T09:50:00,2023-02-10T09:07:00,12,17,CARRIER
UA016_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-09,2023-02-09T09:00:00,2023-02-09T09:13:00,2023-02-09T11:00:00,2023-02-09T11:12:00,13,12,CARRIER
UA017_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-26,2023-02-26T19:18:00,2023-02-26T19:18:00,2023-02-26T21:18:00,2023-02-26T21:23:00,0,5,CARRIER
UA018_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-11,2023-02-11T15:39:00,2023-02-11T15:40:00,2023-02-11T17:39:00,2023-02-11T17:47:00,1,8,LATE_AIRCRAFT
UA019_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-03,2023-02-03T17:15:00,2023-02-03T17:15:00,2023-02-03T19:15:00,2023-02-03T19:15:00,-13,-1,CARRIER
UA020_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-20,2023-02-20T00:06:00,2023-02-20T00:06:00,2023-02-20T02:06:00,2023-02-20T02:06:00,-15,-11,LATE_AIRCRAFT
UA021_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-01,2023-02-01T19:54:00,2023-02-01T19:16:00,2023-02-01T21:54:00,2023-02-01T21:10:00,22,16,LATE_AIRCRAFT
UA022_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-13,2023-02-13T13:32:00,2023-02-13T13:38:00,2023-02-13T15:32:00,2023-02-13T15:35:00,6,3,LATE_AIRCRAFT
UA023_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-01,2023-02-01T16:15:00,2023-02-01T16:23:00,2023-02-01T18:15:00,2023-02-01T18:23:00,8,8,NAS
UA024_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-18,2023-02-18T02:35:00,2023-02-18T02:50:00,2023-02-18T04:35:00,2023-02-18T04:49:00,15,14,CARRIER
UA025_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-19,2023-02-19T17:58:00,2023-02-19T17:10:00,2023-02-19T19:58:00,2023-02-19T19:11:00,12,13,NAS
UA026_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-11,2023-02-11T19:52:00,2023-02-11T19:12:00,2023-02-11T21:52:00,2023-02-11T21:11:00,20,19,CARRIER
UA027_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-01,2023-02-01T07:22:00,2023-02-01T07:42:00,2023-02-01T09:22:00,2023-02-01T09:39:00,20,17,CARRIER
UA028_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-07,2023-02-07T04:24:00,2023-02-07T04:24:00,2023-02-07T06:24:00,2023-02-07T06:24:00,-8,-8,CARRIER
UA029_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-14,2023-02-14T08:20:00,2023-02-14T08:44:00,2023-02-14T10:20:00,2023-02-14T10:44:00,24,24,LATE_AIRCRAFT
UA030_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-15,2023-02-15T15:25:00,2023-02-15T15:33:00,2023-02-15T17:25:00,2023-02-15T17:30:00,8,5,CARRIER
UA031_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-06,2023-02-06T02:50:00,2023-02-06T02:11:00,2023-02-06T04:50:00,2023-02-06T04:11:00,21,21,CARRIER
UA032_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-15,2023-02-15T08:25:00,2023-02-15T08:52:00,2023-02-15T10:25:00,2023-02-15T10:48:00,27,23,LATE_AIRCRAFT
UA033_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-12,2023-02-12T16:24:00,2023-02-12T16:24:00,2023-02-12T18:24:00,2023-02-12T18:24:00,-8,-15,NAS
UA034_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-02,2023-02-02T18:01:00,2023-02-02T18:14:00,2023-02-02T20:01:00,2023-02-02T20:11:00,13,10,CARRIER
UA035_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-19,2023-02-19T03:22:00,2023-02-19T03:53:00,2023-02-19T05:22:00,2023-02-19T05:53:00,31,31,CARRIER
UA036_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-27,2023-02-27T04:14:00,2023-02-27T04:37:00,2023-02-27T06:14:00,2023-02-27T06:39:00,23,25,CARRIER
UA037_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-24,2023-02-24T11:14:00,2023-02-24T11:14:00,2023-02-24T13:14:00,2023-02-24T13:14:00,-1,0,CARRIER
UA038_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-06,2023-02-06T04:51:00,2023-02-06T04:52:00,2023-02-06T06:51:00,2023-02-06T06:53:00,1,2,LATE_AIRCRAFT
UA039_SJU_20232,United Air Lines Inc.,SJU,XXX,2023-02-01,2023-02-01T09:27:00,2023-02-01T09:45:00,2023-02-01T11:27:00,2023-02-01T11:46:00,18,19,CARRIER
UA000_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-03,2023-07-03T14:25:00,2023-07-03T14:25:00,2023-07-03T16:25:00,2023-07-03T16:25:00,-10,-7,LATE_AIRCRAFT
UA001_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-03,2023-07-03T06:25:00,2023-07-03T06:26:00,2023-07-03T08:25:00,2023-07-03T08:29:00,1,4,LATE_AIRCRAFT
UA002_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-27,2023-07-27T06:06:00,2023-07-27T06:34:00,2023-07-27T08:06:00,2023-07-27T08:34:00,28,28,CARRIER
UA003_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-27,2023-07-27T06:19:00,2023-07-27T06:41:00,2023-07-27T08:19:00,2023-07-27T08:46:00,22,27,CARRIER
UA004_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-14,2023-07-14T14:17:00,2023-07-14T14:26:00,2023-07-14T16:17:00,2023-07-14T16:26:00,9,9,CARRIER
UA005_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-15,2023-07-15T09:17:00,2023-07-15T09:41:00,2023-07-15T11:17:00,2023-07-15T11:38:00,24,21,CARRIER
UA006_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-16,2023-07-16T04:48:00,2023-07-16T04:48:00,2023-07-16T06:48:00,2023-07-16T06:48:00,-11,-11,NAS
UA007_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-14,2023-07-14T20:48:00,2023-07-14T20:57:00,2023-07-14T22:48:00,2023-07-14T22:50:00,69,62,LATE_AIRCRAFT
UA008_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-24,2023-07-24T04:53:00,2023-07-24T04:05:00,2023-07-24T06:53:00,2023-07-24T06:06:00,12,13,LATE_AIRCRAFT
UA009_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-04,2023-07-04T19:07:00,2023-07-04T19:07:00,2023-07-04T21:07:00,2023-07-04T21:07:00,0,0,LATE_AIRCRAFT
UA010_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-25,2023-07-25T06:48:00,2023-07-25T06:15:00,2023-07-25T08:48:00,2023-07-25T08:14:00,27,26,CARRIER
UA011_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-02,2023-07-02T11:36:00,2023-07-02T11:49:00,2023-07-02T13:36:00,2023-07-02T13:48:00,13,12,LATE_AIRCRAFT
UA012_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-18,2023-07-18T03:57:00,2023-07-18T03:02:00,2023-07-18T05:57:00,2023-07-18T05:57:00,5,-1,LATE_AIRCRAFT
UA013_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-24,2023-07-24T20:49:00,2023-07-24T20:23:00,2023-07-24T22:49:00,2023-07-24T22:26:00,34,37,LATE_AIRCRAFT
UA014_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-16,2023-07-16T00:20:00,2023-07-16T00:30:00,2023-07-16T02:20:00,2023-07-16T02:33:00,10,13,NAS
UA015_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-03,2023-07-03T15:55:00,2023-07-03T15:12:00,2023-07-03T17:55:00,2023-07-03T17:15:00,17,20,NAS
UA016_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-25,2023-07-25T04:20:00,2023-07-25T04:37:00,2023-07-25T06:20:00,2023-07-25T06:26:00,17,6,CARRIER
UA017_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-23,2023-07-23T05:27:00,2023-07-23T05:01:00,2023-07-23T07:27:00,2023-07-23T07:01:00,34,34,CARRIER
UA018_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-12,2023-07-12T08:39:00,2023-07-12T08:31:00,2023-07-12T10:39:00,2023-07-12T10:32:00,52,53,CARRIER
UA019_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-22,2023-07-22T14:01:00,2023-07-22T14:03:00,2023-07-22T16:01:00,2023-07-22T16:04:00,2,3,CARRIER
UA020_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-13,2023-07-13T03:36:00,2023-07-13T03:55:00,2023-07-13T05:36:00,2023-07-13T05:50:00,19,14,LATE_AIRCRAFT
UA021_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-05,2023-07-05T04:42:00,2023-07-05T04:21:00,2023-07-05T06:42:00,2023-07-05T06:21:00,39,39,LATE_AIRCRAFT
UA022_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-13,2023-07-13T00:46:00,2023-07-13T00:03:00,2023-07-13T02:46:00,2023-07-13T02:01:00,17,15,LATE_AIRCRAFT
UA023_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-09,2023-07-09T18:46:00,2023-07-09T18:50:00,2023-07-09T20:46:00,2023-07-09T20:52:00,64,66,NAS
UA024_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-01,2023-07-01T09:48:00,2023-07-01T09:48:00,2023-07-01T11:48:00,2023-07-01T11:48:00,-15,-15,LATE_AIRCRAFT
UA025_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-13,2023-07-13T06:36:00,2023-07-13T06:45:00,2023-07-13T08:36:00,2023-07-13T08:45:00,69,69,LATE_AIRCRAFT
UA026_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-14,2023-07-14T09:39:00,2023-07-14T09:57:00,2023-07-14T11:39:00,2023-07-14T11:57:00,18,18,CARRIER
UA027_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-22,2023-07-22T17:15:00,2023-07-22T17:17:00,2023-07-22T19:15:00,2023-07-22T19:27:00,62,72,LATE_AIRCRAFT
UA028_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-06,2023-07-06T01:37:00,2023-07-06T01:50:00,2023-07-06T03:37:00,2023-07-06T03:49:00,13,12,LATE_AIRCRAFT
UA029_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-19,2023-07-19T00:33:00,2023-07-19T00:53:00,2023-07-19T02:33:00,2023-07-19T02:53:00,20,20,LATE_AIRCRAFT
UA030_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-05,2023-07-05T08:26:00,2023-07-05T08:26:00,2023-07-05T10:26:00,2023-07-05T10:26:00,-6,-6,LATE_AIRCRAFT
UA031_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-16,2023-07-16T08:43:00,2023-07-16T08:51:00,2023-07-16T10:43:00,2023-07-16T10:54:00,8,11,LATE_AIRCRAFT
UA032_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-09,2023-07-09T11:29:00,2023-07-09T11:32:00,2023-07-09T13:29:00,2023-07-09T13:36:00,3,7,NAS
UA033_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-05,2023-07-05T15:16:00,2023-07-05T15:49:00,2023-07-05T17:16:00,2023-07-05T17:52:00,33,36,LATE_AIRCRAFT
UA034_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-08,2023-07-08T09:27:00,2023-07-08T09:44:00,2023-07-08T11:27:00,2023-07-08T11:40:00,17,13,LATE_AIRCRAFT
UA035_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-23,2023-07-23T14:23:00,2023-07-23T14:43:00,2023-07-23T16:23:00,2023-07-23T16:38:00,20,15,NAS
UA036_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-22,2023-07-22T20:19:00,2023-07-22T20:19:00,2023-07-22T22:19:00,2023-07-22T22:24:00,-1,5,LATE_AIRCRAFT
UA037_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-10,2023-07-10T12:09:00,2023-07-10T12:29:00,2023-07-10T14:09:00,2023-07-10T14:22:00,20,13,CARRIER
UA038_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-24,2023-07-24T13:26:00,2023-07-24T13:34:00,2023-07-24T15:26:00,2023-07-24T15:33:00,8,7,NAS
UA039_BDL_20237,United Air Lines Inc.,BDL,XXX,2023-07-10,2023-07-10T17:51:00,2023-07-10T17:06:00,2023-07-10T19:51:00,2023-07-10T19:06:00,15,15,LATE_AIRCRAFT
AA000_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-01,2023-04-01T17:29:00,2023-04-01T17:29:00,2023-04-01T19:29:00,2023-04-01T19:29:00,-12,-12,LATE_AIRCRAFT
AA001_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-04,2023-04-04T22:13:00,2023-04-04T22:04:00,2023-04-04T00:13:00,2023-04-04T00:06:00,51,53,CARRIER
AA002_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-03,2023-04-03T02:24:00,2023-04-03T02:13:00,2023-04-03T04:24:00,2023-04-03T04:10:00,49,46,CARRIER
AA003_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-10,2023-04-10T19:56:00,2023-04-10T19:22:00,2023-04-10T21:56:00,2023-04-10T21:22:00,26,26,LATE_AIRCRAFT
AA004_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-08,2023-04-08T08:58:00,2023-04-08T08:25:00,2023-04-08T10:58:00,2023-04-08T10:29:00,27,31,NAS
AA005_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-02,2023-04-02T08:39:00,2023-04-02T08:45:00,2023-04-02T10:39:00,2023-04-02T10:39:00,6,0,CARRIER
AA006_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-27,2023-04-27T17:19:00,2023-04-27T17:18:00,2023-04-27T19:19:00,2023-04-27T19:18:00,59,59,CARRIER
AA007_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-04,2023-04-04T16:21:00,2023-04-04T16:31:00,2023-04-04T18:21:00,2023-04-04T18:39:00,70,78,CARRIER
AA008_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-21,2023-04-21T12:25:00,2023-04-21T12:20:00,2023-04-21T14:25:00,2023-04-21T14:15:00,55,50,CARRIER
AA009_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-15,2023-04-15T10:44:00,2023-04-15T10:26:00,2023-04-15T12:44:00,2023-04-15T12:24:00,42,40,LATE_AIRCRAFT
AA010_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-20,2023-04-20T19:49:00,2023-04-20T19:27:00,2023-04-20T21:49:00,2023-04-20T21:25:00,38,36,LATE_AIRCRAFT
AA011_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-14,2023-04-14T05:57:00,2023-04-14T05:53:00,2023-04-14T07:57:00,2023-04-14T07:51:00,56,54,LATE_AIRCRAFT
AA012_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-21,2023-04-21T19:57:00,2023-04-21T19:57:00,2023-04-21T21:57:00,2023-04-21T21:57:00,-2,-3,LATE_AIRCRAFT
AA013_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-05,2023-04-05T08:22:00,2023-04-05T08:46:00,2023-04-05T10:22:00,2023-04-05T10:53:00,24,31,CARRIER
AA014_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-10,2023-04-10T20:01:00,2023-04-10T20:45:00,2023-04-10T22:01:00,2023-04-10T22:48:00,44,47,CARRIER
AA015_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-20,2023-04-20T02:27:00,2023-04-20T02:27:00,2023-04-20T04:27:00,2023-04-20T04:27:00,-12,-8,CARRIER
AA016_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-07,2023-04-07T19:39:00,2023-04-07T19:43:00,2023-04-07T21:39:00,2023-04-07T21:47:00,4,8,CARRIER
AA017_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-12,2023-04-12T21:37:00,2023-04-12T21:37:00,2023-04-12T23:37:00,2023-04-12T23:37:00,-15,-9,CARRIER
AA018_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-07,2023-04-07T06:30:00,2023-04-07T06:57:00,2023-04-07T08:30:00,2023-04-07T08:00:00,87,90,LATE_AIRCRAFT
AA019_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-16,2023-04-16T03:38:00,2023-04-16T03:47:00,2023-04-16T05:38:00,2023-04-16T05:48:00,69,70,LATE_AIRCRAFT
AA020_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-10,2023-04-10T13:03:00,2023-04-10T13:47:00,2023-04-10T15:03:00,2023-04-10T15:43:00,44,40,LATE_AIRCRAFT
AA021_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-14,2023-04-14T05:38:00,2023-04-14T05:06:00,2023-04-14T07:38:00,2023-04-14T07:08:00,28,30,LATE_AIRCRAFT
AA022_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-07,2023-04-07T01:49:00,2023-04-07T01:06:00,2023-04-07T03:49:00,2023-04-07T03:00:00,17,11,LATE_AIRCRAFT
AA023_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-20,2023-04-20T07:26:00,2023-04-20T07:53:00,2023-04-20T09:26:00,2023-04-20T09:55:00,27,29,LATE_AIRCRAFT
AA024_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-27,2023-04-27T16:43:00,2023-04-27T16:37:00,2023-04-27T18:43:00,2023-04-27T18:36:00,54,53,LATE_AIRCRAFT
AA025_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-12,2023-04-12T22:39:00,2023-04-12T22:39:00,2023-04-12T00:39:00,2023-04-12T00:39:00,-15,-9,LATE_AIRCRAFT
AA026_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-05,2023-04-05T09:41:00,2023-04-05T09:08:00,2023-04-05T11:41:00,2023-04-05T11:05:00,27,24,CARRIER
AA027_AMA_20234,American Airlines Inc.,AMA,XXX,2023-04-03,2023-04-03T12:04:00,2023-04-03T12:51:00,2023-04-03T14:04:00,2023-04-03T14:42:00,47,38,CARRIER
